,EIN,tax_period,tot_assets,tot_income,tot_revenue,pct_compnsatncurrofcr,tax_year,totassetsend,totliabend,totfuncexpns
22,800432320,2019-05-01,0.0,0.0,0.0,,,,,
23,824079263,2019-06-01,0.0,0.0,0.0,,,,,
24,237314812,2018-05-01,317442.0,1038628.0,993734.0,0.0,2017.0,263902.0,63845.0,617326.0
25,237314812,2018-05-01,317442.0,1038628.0,993734.0,0.0,2016.0,192150.0,56614.0,622859.0
26,237314812,2018-05-01,317442.0,1038628.0,993734.0,0.0,2015.0,161902.0,52298.0,578906.0
27,237314812,2018-05-01,317442.0,1038628.0,993734.0,0.0,2014.0,506826.0,70581.0,531771.0
28,237314812,2018-05-01,317442.0,1038628.0,993734.0,0.0,2013.0,413811.0,72878.0,524995.0
29,237314812,2018-05-01,317442.0,1038628.0,993734.0,0.0,2012.0,424906.0,100174.0,551377.0
30,850391704,2019-06-01,7243.0,24001.0,24001.0,-0.001,2018.0,11362.0,0.0,24713.0
31,850391704,2019-06-01,7243.0,24001.0,24001.0,-0.001,2017.0,10935.0,0.0,18801.0
32,850391704,2019-06-01,7243.0,24001.0,24001.0,-0.001,2015.0,7246.0,0.0,22246.0
33,850391704,2019-06-01,7243.0,24001.0,24001.0,-0.001,2014.0,12426.0,0.0,17973.0
34,850391704,2019-06-01,7243.0,24001.0,24001.0,-0.001,2013.0,16823.0,0.0,27153.0
35,850391704,2019-06-01,7243.0,24001.0,24001.0,-0.001,2012.0,22451.0,0.0,25635.0
36,850391704,2019-06-01,7243.0,24001.0,24001.0,-0.001,2011.0,15773.0,0.0,32945.0
37,821536854,2019-06-01,0.0,0.0,0.0,,,,,
38,824602315,,,,,,,,,
39,910760426,2019-06-01,74223951.0,25640702.0,23890108.0,0.0,2017.0,54584743.0,14714229.0,23067246.0
40,910760426,2019-06-01,74223951.0,25640702.0,23890108.0,0.0,2016.0,30499819.0,11213521.0,23446530.0
41,910760426,2019-06-01,74223951.0,25640702.0,23890108.0,0.0,2015.0,29389781.0,11850326.0,21617525.0
42,910760426,2019-06-01,74223951.0,25640702.0,23890108.0,0.0,2014.0,24415148.0,10360671.0,27898923.0
43,910760426,2019-06-01,74223951.0,25640702.0,23890108.0,0.0,2013.0,29359096.0,14863674.0,20212070.0
44,910760426,2019-06-01,74223951.0,25640702.0,23890108.0,0.0,2012.0,25208492.0,10736874.0,21756286.0
45,910760426,2019-06-01,74223951.0,25640702.0,23890108.0,0.0,2011.0,23536590.0,9552433.0,21499885.0
46,752253647,2018-08-01,86030.0,449370.0,430106.0,0.0,2017.0,189054.0,229458.0,640536.0
47,752253647,2018-08-01,86030.0,449370.0,430106.0,0.0,2016.0,250753.0,187728.0,843251.0
48,752253647,2018-08-01,86030.0,449370.0,430106.0,0.0,2015.0,279386.0,179610.0,1030901.0
49,752253647,2018-08-01,86030.0,449370.0,430106.0,0.0,2014.0,384925.0,148907.0,815844.0
50,752253647,2018-08-01,86030.0,449370.0,430106.0,0.0,2013.0,563740.0,126127.0,950846.0
51,752253647,2018-08-01,86030.0,449370.0,430106.0,0.0,2012.0,428408.0,51761.0,844960.0
52,752253647,2018-08-01,86030.0,449370.0,430106.0,0.0,2011.0,121008.0,73734.0,694073.0
53,364454720,,,,,-0.001,2011.0,654.0,10930.0,112077.0
54,463486730,2019-09-01,0.0,0.0,0.0,,,,,
55,814363604,2018-07-01,16555.0,97543.0,97543.0,-0.001,2018.0,16555.0,745.0,96125.0
56,814363604,2018-07-01,16555.0,97543.0,97543.0,-0.001,2017.0,18246.0,-533.0,82108.0
57,260006536,2018-12-01,0.0,0.0,0.0,,,,,
58,953854105,2018-12-01,186034.0,99643.0,99643.0,-0.001,2017.0,188288.0,1000.0,123360.0
59,953854105,2018-12-01,186034.0,99643.0,99643.0,-0.001,2015.0,181796.0,0.0,65941.0
60,953854105,2018-12-01,186034.0,99643.0,99643.0,-0.001,2014.0,212429.0,2409.0,58087.0
61,953854105,2018-12-01,186034.0,99643.0,99643.0,-0.001,2013.0,198128.0,0.0,64419.0
62,953854105,2018-12-01,186034.0,99643.0,99643.0,-0.001,2012.0,186944.0,0.0,75375.0
63,953854105,2018-12-01,186034.0,99643.0,99643.0,-0.001,2011.0,198115.0,0.0,71740.0
64,566019660,2019-06-01,1796636.0,2647251.0,2647251.0,0.0,2017.0,2226753.0,3842461.0,3391591.0
65,566019660,2019-06-01,1796636.0,2647251.0,2647251.0,0.0,2016.0,1450580.0,3181266.0,3145094.0
66,566019660,2019-06-01,1796636.0,2647251.0,2647251.0,0.0,2015.0,1927217.0,3320726.0,3253242.0
67,566019660,2019-06-01,1796636.0,2647251.0,2647251.0,0.0,2014.0,819965.0,2036421.0,2999156.0
68,566019660,2019-06-01,1796636.0,2647251.0,2647251.0,0.0,2013.0,652024.0,1846821.0,2758644.0
69,566019660,2019-06-01,1796636.0,2647251.0,2647251.0,0.0,2012.0,344214.0,1445311.0,2750655.0
70,432032363,2018-12-01,6985.0,20000.0,20000.0,-0.001,2017.0,12001.0,4023.0,40076.0
71,432032363,2018-12-01,6985.0,20000.0,20000.0,-0.001,2015.0,26903.0,7661.0,78035.0
72,231504706,2019-05-01,10007372.0,14861196.0,14831681.0,0.0,2017.0,8922777.0,4331977.0,14101013.0
73,231504706,2019-05-01,10007372.0,14861196.0,14831681.0,0.0,2016.0,13480481.0,3279561.0,13277104.0
74,231504706,2019-05-01,10007372.0,14861196.0,14831681.0,0.0,2015.0,6030643.0,1873509.0,11441691.0
75,231504706,2019-05-01,10007372.0,14861196.0,14831681.0,0.0,2014.0,10866833.0,2023370.0,10543984.0
76,231504706,2019-05-01,10007372.0,14861196.0,14831681.0,0.0,2013.0,11265666.0,1689091.0,9718055.0
77,231504706,2019-05-01,10007372.0,14861196.0,14831681.0,0.0,2012.0,10825448.0,1671276.0,8785697.0
78,133819493,2019-04-01,0.0,0.0,0.0,-0.001,2011.0,4000.0,0.0,80.0
79,522175213,,,,,0.0,2012.0,10000.0,0.0,47706.0
80,522175213,,,,,0.0,2011.0,19529.0,33531.0,214924.0
81,20484003,2019-06-01,14482.0,59169.0,59169.0,-0.001,2018.0,12337.0,200.0,50460.0
82,20484003,2019-06-01,14482.0,59169.0,59169.0,-0.001,2015.0,17999.0,0.0,6470.0
83,20484003,2019-06-01,14482.0,59169.0,59169.0,-0.001,2014.0,15351.0,0.0,2125.0
84,20484003,2019-06-01,14482.0,59169.0,59169.0,-0.001,2013.0,1967.0,15000.0,30651.0
85,20484003,2019-06-01,14482.0,59169.0,59169.0,0.0,2012.0,9598.0,15000.0,31984.0
86,462223000,2019-06-01,1074.0,55978.0,55978.0,-0.001,2018.0,18894.0,11728.0,54545.0
87,930679959,2019-06-01,228213.0,598886.0,576877.0,0.0,2018.0,200813.0,6695.0,489177.0
88,930679959,2019-06-01,228213.0,598886.0,576877.0,0.0,2017.0,85441.0,4570.0,458484.0
89,930679959,2019-06-01,228213.0,598886.0,576877.0,0.0,2016.0,71874.0,147257.0,738416.0
90,930679959,2019-06-01,228213.0,598886.0,576877.0,0.0,2015.0,106401.0,111937.0,574290.0
91,930679959,2019-06-01,228213.0,598886.0,576877.0,0.0,2014.0,87539.0,102567.0,571007.0
92,930679959,2019-06-01,228213.0,598886.0,576877.0,0.0,2013.0,131403.0,78502.0,504936.0
93,930679959,2019-06-01,228213.0,598886.0,576877.0,0.0,2012.0,87730.0,91791.0,630263.0
94,475311222,,,,,,,,,
95,471255941,2018-12-01,0.0,0.0,0.0,0.0,2015.0,2655.0,43.0,12892.0
96,237207572,2019-06-01,987663.0,606285.0,578423.0,0.0,2017.0,972931.0,309767.0,555116.0
97,237207572,2019-06-01,987663.0,606285.0,578423.0,0.0,2016.0,960056.0,317361.0,626939.0
98,237207572,2019-06-01,987663.0,606285.0,578423.0,0.0,2015.0,936624.0,312864.0,778203.0
99,237207572,2019-06-01,987663.0,606285.0,578423.0,0.0,2014.0,1024732.0,195145.0,758567.0
100,237207572,2019-06-01,987663.0,606285.0,578423.0,0.0,2013.0,1096992.0,166764.0,717880.0
101,237207572,2019-06-01,987663.0,606285.0,578423.0,0.0,2012.0,1161388.0,132203.0,527834.0
102,237207572,2019-06-01,987663.0,606285.0,578423.0,0.0,2011.0,717088.0,155986.0,754981.0
103,454913985,2016-06-01,0.0,0.0,0.0,,,,,
104,203975320,2018-12-01,18093.0,132201.0,86278.0,-0.001,2017.0,51239.0,3119.0,113710.0
105,203975320,2018-12-01,18093.0,132201.0,86278.0,0.0,2015.0,22641.0,3620.0,221034.0
106,203975320,2018-12-01,18093.0,132201.0,86278.0,0.0,2014.0,46952.0,1231.0,213510.0
107,203975320,2018-12-01,18093.0,132201.0,86278.0,-0.001,2013.0,20103.0,0.0,183894.0
108,203975320,2018-12-01,18093.0,132201.0,86278.0,-0.001,2012.0,16138.0,0.0,154555.0
109,203975320,2018-12-01,18093.0,132201.0,86278.0,-0.001,2011.0,33852.0,966.0,126665.0
110,10496860,2017-09-01,114000.0,427011.0,393229.0,0.0,2017.0,114000.0,122307.0,395171.0
111,10496860,2017-09-01,114000.0,427011.0,393229.0,0.0,2016.0,118013.0,124377.0,397971.0
112,10496860,2017-09-01,114000.0,427011.0,393229.0,0.0,2015.0,98083.0,102955.0,283802.0
113,10496860,2017-09-01,114000.0,427011.0,393229.0,0.0,2014.0,103320.0,140275.0,372610.0
114,10496860,2017-09-01,114000.0,427011.0,393229.0,0.0,2013.0,107034.0,123687.0,378600.0
115,10496860,2017-09-01,114000.0,427011.0,393229.0,0.0,2012.0,104212.0,144647.0,359276.0
116,10496860,2017-09-01,114000.0,427011.0,393229.0,0.0,2011.0,95048.0,123023.0,325795.0
117,541618192,2018-12-01,15411.0,39541.0,39541.0,-0.001,2017.0,25086.0,0.0,56094.0
118,541618192,2018-12-01,15411.0,39541.0,39541.0,-0.001,2015.0,17763.0,3638.0,72393.0
119,541618192,2018-12-01,15411.0,39541.0,39541.0,-0.001,2014.0,17439.0,1288.0,55755.0
120,541618192,2018-12-01,15411.0,39541.0,39541.0,-0.001,2011.0,25609.0,7913.0,35731.0
121,952224201,2011-06-01,606242.0,101789.0,38621.0,0.0,2011.0,606242.0,1233890.0,200000.0
122,952224201,2011-06-01,606242.0,101789.0,38621.0,0.0,2010.0,567457.0,1033890.0,22662.0
123,952224201,2011-06-01,606242.0,101789.0,38621.0,0.0,2009.0,1956361.0,1956361.0,2842267.0
124,943068290,,,,,-0.001,2011.0,123630.0,17285.0,248152.0
125,726021455,2019-06-01,1038430.0,1072795.0,950689.0,0.0,2017.0,572157.0,20894.0,742806.0
126,726021455,2019-06-01,1038430.0,1072795.0,950689.0,0.0,2016.0,613068.0,15015.0,779271.0
127,726021455,2019-06-01,1038430.0,1072795.0,950689.0,0.0,2015.0,638960.0,52135.0,762979.0
128,726021455,2019-06-01,1038430.0,1072795.0,950689.0,0.0,2014.0,645706.0,63013.0,766894.0
129,726021455,2019-06-01,1038430.0,1072795.0,950689.0,0.0,2013.0,519403.0,43556.0,715110.0
130,726021455,2019-06-01,1038430.0,1072795.0,950689.0,0.0,2012.0,441262.0,54138.0,705794.0
131,726021455,2019-06-01,1038430.0,1072795.0,950689.0,0.0,2011.0,430187.0,72298.0,808996.0
132,200156714,2018-06-01,30045.0,135920.0,135920.0,-0.001,2017.0,39942.0,9003.0,149322.0
133,200156714,2018-06-01,30045.0,135920.0,135920.0,-0.001,2015.0,27808.0,9003.0,137600.0
134,200156714,2018-06-01,30045.0,135920.0,135920.0,-0.001,2014.0,15402.0,12900.0,125709.0
135,200156714,2018-06-01,30045.0,135920.0,135920.0,-0.001,2013.0,23965.0,8000.0,128165.0
136,200156714,2018-06-01,30045.0,135920.0,135920.0,-0.001,2012.0,22202.0,0.0,116497.0
137,200156714,2018-06-01,30045.0,135920.0,135920.0,-0.001,2011.0,27159.0,0.0,13456.0
138,824935291,2018-12-01,0.0,0.0,0.0,,,,,
139,952503791,2019-06-01,0.0,0.0,0.0,,,,,
140,954512214,2018-12-01,0.0,0.0,0.0,,,,,
141,463142361,2018-09-01,379.0,199498.0,199498.0,-0.001,2014.0,42.0,0.0,78633.0
142,50453691,2019-12-01,2509.0,25.0,25.0,-0.001,2017.0,10182.0,0.0,21492.0
143,50453691,2019-12-01,2509.0,25.0,25.0,-0.001,2015.0,9451.0,15730.0,43804.0
144,50453691,2019-12-01,2509.0,25.0,25.0,-0.001,2014.0,7877.0,15730.0,148977.0
145,50453691,2019-12-01,2509.0,25.0,25.0,-0.001,2013.0,5592.0,15730.0,130533.0
146,50453691,2019-12-01,2509.0,25.0,25.0,-0.001,2012.0,9034.0,16400.0,106986.0
147,50453691,2019-12-01,2509.0,25.0,25.0,-0.001,2011.0,11129.0,16400.0,73440.0
148,510213334,2019-06-01,756219.0,1117534.0,623054.0,0.0,2017.0,641156.0,146348.0,658075.0
149,510213334,2019-06-01,756219.0,1117534.0,623054.0,0.0,2016.0,698943.0,115676.0,731615.0
150,510213334,2019-06-01,756219.0,1117534.0,623054.0,0.0,2015.0,770909.0,128480.0,550786.0
151,510213334,2019-06-01,756219.0,1117534.0,623054.0,0.0,2014.0,677268.0,101197.0,558231.0
152,510213334,2019-06-01,756219.0,1117534.0,623054.0,0.0,2013.0,670893.0,94325.0,589304.0
153,510213334,2019-06-01,756219.0,1117534.0,623054.0,0.0,2012.0,879230.0,145113.0,575127.0
154,510213334,2019-06-01,756219.0,1117534.0,623054.0,0.0,2011.0,886910.0,27584.0,487552.0
155,571129329,2019-12-01,55224.0,87213.0,80578.0,-0.001,2017.0,38839.0,0.0,68185.0
156,571129329,2019-12-01,55224.0,87213.0,80578.0,-0.001,2015.0,19891.0,1000.0,67552.0
157,571129329,2019-12-01,55224.0,87213.0,80578.0,-0.001,2014.0,17024.0,1000.0,76217.0
158,571129329,2019-12-01,55224.0,87213.0,80578.0,-0.001,2013.0,18015.0,1000.0,54189.0
159,571129329,2019-12-01,55224.0,87213.0,80578.0,-0.001,2012.0,14900.0,1000.0,49279.0
160,571129329,2019-12-01,55224.0,87213.0,80578.0,-0.001,2011.0,4882.0,4000.0,76075.0
161,411375724,2018-09-01,70424.0,96929.0,96929.0,0.0,2017.0,62420.0,21457.0,136329.0
162,411375724,2018-09-01,70424.0,96929.0,96929.0,0.0,2016.0,43990.0,31767.0,62980.0
163,411375724,2018-09-01,70424.0,96929.0,96929.0,0.0,2015.0,52593.0,55096.0,225123.0
164,411375724,2018-09-01,70424.0,96929.0,96929.0,0.0,2014.0,54560.0,37221.0,211200.0
165,411375724,2018-09-01,70424.0,96929.0,96929.0,0.0,2013.0,83966.0,64439.0,192203.0
166,411375724,2018-09-01,70424.0,96929.0,96929.0,0.0,2012.0,97599.0,100221.0,208490.0
167,411375724,2018-09-01,70424.0,96929.0,96929.0,0.0,2011.0,44469.0,48995.0,214447.0
168,680454224,2018-12-01,17875.0,29110.0,29110.0,-0.001,2017.0,44610.0,0.0,8046.0
169,680454224,2018-12-01,17875.0,29110.0,29110.0,-0.001,2015.0,27347.0,213.0,28226.0
170,680454224,2018-12-01,17875.0,29110.0,29110.0,-0.001,2014.0,17257.0,3838.0,34106.0
171,680454224,2018-12-01,17875.0,29110.0,29110.0,-0.001,2013.0,14102.0,0.0,4939.0
172,263649993,2019-12-01,16894.0,132121.0,132121.0,-0.001,2017.0,23270.0,0.0,124054.0
173,263649993,2019-12-01,16894.0,132121.0,132121.0,-0.001,2015.0,21770.0,0.0,95623.0
174,263649993,2019-12-01,16894.0,132121.0,132121.0,-0.001,2014.0,24248.0,0.0,93335.0
175,263649993,2019-12-01,16894.0,132121.0,132121.0,-0.001,2013.0,22717.0,0.0,81061.0
176,263649993,2019-12-01,16894.0,132121.0,132121.0,-0.001,2012.0,19398.0,0.0,81072.0
177,263649993,2019-12-01,16894.0,132121.0,132121.0,-0.001,2011.0,18518.0,0.0,76341.0
178,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2017.0,17271148.0,6363215.0,18462712.0
179,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2016.0,19656039.0,7453172.0,20292328.0
180,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2015.0,16772214.0,7021189.0,15904918.0
181,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2014.0,13388743.0,6560409.0,14161504.0
182,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2013.0,12951451.0,7370261.0,13403544.0
183,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2012.0,11875290.0,7751780.0,14850082.0
184,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2011.0,11636190.0,8147625.0,1025981.0
185,756004746,2019-06-01,13667402.0,15811738.0,15811738.0,0.0,2011.0,10842880.0,8063039.0,16028288.0
186,522001426,2019-06-01,1012735.0,1280747.0,1244460.0,0.0,2017.0,562073.0,10777.0,1111024.0
187,522001426,2019-06-01,1012735.0,1280747.0,1244460.0,0.0,2016.0,658494.0,89154.0,1168046.0
188,522001426,2019-06-01,1012735.0,1280747.0,1244460.0,0.0,2015.0,705189.0,29472.0,1083984.0
189,522001426,2019-06-01,1012735.0,1280747.0,1244460.0,0.0,2014.0,634849.0,7149.0,1088484.0
190,522001426,2019-06-01,1012735.0,1280747.0,1244460.0,0.0,2013.0,687150.0,47507.0,824197.0
191,522001426,2019-06-01,1012735.0,1280747.0,1244460.0,0.0,2012.0,704390.0,29910.0,702542.0
192,522001426,2019-06-01,1012735.0,1280747.0,1244460.0,0.0,2011.0,773238.0,24050.0,499668.0
193,471571156,2018-12-01,0.0,0.0,0.0,,,,,
194,721584393,2018-08-01,353831.0,1236252.0,1159443.0,0.0,2017.0,299410.0,89150.0,976906.0
195,721584393,2018-08-01,353831.0,1236252.0,1159443.0,0.0,2016.0,66148.0,52500.0,894733.0
196,721584393,2018-08-01,353831.0,1236252.0,1159443.0,0.0,2015.0,66016.0,52375.0,1005002.0
197,721584393,2018-08-01,353831.0,1236252.0,1159443.0,0.0,2014.0,50225.0,51017.0,629202.0
198,721584393,2018-08-01,353831.0,1236252.0,1159443.0,0.0,2013.0,25922.0,18.0,475818.0
199,721584393,2018-08-01,353831.0,1236252.0,1159443.0,0.0,2012.0,26220.0,0.0,269384.0
200,721584393,2018-08-01,353831.0,1236252.0,1159443.0,0.0,2011.0,106691.0,59000.0,343956.0
201,222270100,2019-08-01,0.0,0.0,0.0,,,,,
202,270940187,2018-12-01,20931.0,179947.0,179461.0,-0.001,2017.0,7925.0,6379.0,179034.0
203,270940187,2018-12-01,20931.0,179947.0,179461.0,-0.001,2015.0,8844.0,6956.0,120517.0
204,270940187,2018-12-01,20931.0,179947.0,179461.0,-0.001,2014.0,17428.0,8200.0,97006.0
205,270940187,2018-12-01,20931.0,179947.0,179461.0,-0.001,2013.0,17671.0,19000.0,159783.0
206,270940187,2018-12-01,20931.0,179947.0,179461.0,-0.001,2012.0,22718.0,20000.0,132424.0
207,270940187,2018-12-01,20931.0,179947.0,179461.0,-0.001,2011.0,8155.0,10500.0,141402.0
208,270940187,2018-12-01,20931.0,179947.0,179461.0,-0.001,2010.0,19551.0,4000.0,166174.0
209,920148120,2014-06-01,0.0,0.0,0.0,,,,,
210,237169261,2018-06-01,6325861.0,10903016.0,9626845.0,0.0,2017.0,4660045.0,1969954.0,6211715.0
211,237169261,2018-06-01,6325861.0,10903016.0,9626845.0,0.0,2016.0,3787366.0,2590004.0,6069863.0
212,237169261,2018-06-01,6325861.0,10903016.0,9626845.0,0.0,2015.0,5005118.0,3213435.0,5788494.0
213,237169261,2018-06-01,6325861.0,10903016.0,9626845.0,0.0,2014.0,3356783.0,4175171.0,5253283.0
214,237169261,2018-06-01,6325861.0,10903016.0,9626845.0,0.0,2013.0,3355424.0,4666886.0,5932266.0
215,237169261,2018-06-01,6325861.0,10903016.0,9626845.0,0.0,2012.0,3774602.0,4721546.0,5992620.0
216,237169261,2018-06-01,6325861.0,10903016.0,9626845.0,0.0,2011.0,3286330.0,4725107.0,5311118.0
217,832435880,2018-12-01,0.0,0.0,0.0,,,,,
218,954868027,2019-12-01,0.0,0.0,0.0,-0.001,2017.0,3736.0,2402.0,18231.0
219,954868027,2019-12-01,0.0,0.0,0.0,-0.001,2015.0,2192.0,0.0,22258.0
220,954868027,2019-12-01,0.0,0.0,0.0,-0.001,2011.0,-6440.0,0.0,94058.0
221,262584694,2018-08-01,0.0,0.0,0.0,-0.001,2011.0,779.0,0.0,8119.0
222,341816013,2018-06-01,50521.0,147503.0,147503.0,-0.001,2017.0,49550.0,0.0,174144.0
223,341816013,2018-06-01,50521.0,147503.0,147503.0,-0.001,2015.0,78588.0,15910.0,162338.0
224,341816013,2018-06-01,50521.0,147503.0,147503.0,-0.001,2014.0,35327.0,12997.0,174044.0
225,341816013,2018-06-01,50521.0,147503.0,147503.0,-0.001,2013.0,19142.0,0.0,164515.0
226,341816013,2018-06-01,50521.0,147503.0,147503.0,-0.001,2012.0,23019.0,0.0,147093.0
227,341816013,2018-06-01,50521.0,147503.0,147503.0,-0.001,2011.0,7432.0,0.0,174272.0
228,811599946,2019-12-01,0.0,0.0,0.0,,,,,
229,770668548,2019-12-01,0.0,0.0,0.0,,,,,
230,463775780,2019-06-01,65.0,96045.0,96045.0,-0.001,2018.0,279.0,0.0,51540.0
231,463775780,2019-06-01,65.0,96045.0,96045.0,-0.001,2015.0,955.0,0.0,41014.0
232,463775780,2019-06-01,65.0,96045.0,96045.0,-0.001,2015.0,193.0,0.0,61227.0
233,223954352,2019-06-01,0.0,0.0,0.0,-0.001,2011.0,9009.0,4360.0,107953.0
234,475324014,2018-12-01,9528.0,70242.0,67261.0,-0.001,2017.0,5550.0,0.0,53149.0
235,942495701,2018-12-01,212052.0,128479.0,126291.0,0.0,2017.0,224211.0,718.0,116006.0
236,942495701,2018-12-01,212052.0,128479.0,126291.0,-0.001,2015.0,27079.0,295.0,100390.0
237,942495701,2018-12-01,212052.0,128479.0,126291.0,-0.001,2014.0,18559.0,292.0,108046.0
238,942495701,2018-12-01,212052.0,128479.0,126291.0,-0.001,2013.0,27731.0,489.0,82920.0
239,942495701,2018-12-01,212052.0,128479.0,126291.0,-0.001,2012.0,21303.0,1102.0,80908.0
240,942495701,2018-12-01,212052.0,128479.0,126291.0,-0.001,2011.0,23216.0,3390.0,102881.0
241,990197758,2019-05-01,8473716.0,7364299.0,4182052.0,0.0,2017.0,9100844.0,1910226.0,5014537.0
242,990197758,2019-05-01,8473716.0,7364299.0,4182052.0,0.0,2016.0,9528805.0,1952469.0,4216636.0
243,990197758,2019-05-01,8473716.0,7364299.0,4182052.0,0.0,2015.0,10420563.0,1705659.0,5078052.0
244,990197758,2019-05-01,8473716.0,7364299.0,4182052.0,0.0,2014.0,9913454.0,1136704.0,3380326.0
245,990197758,2019-05-01,8473716.0,7364299.0,4182052.0,0.0,2013.0,9328086.0,847482.0,3644313.0
246,990197758,2019-05-01,8473716.0,7364299.0,4182052.0,0.0,2012.0,9156333.0,645702.0,3368021.0
247,990197758,2019-05-01,8473716.0,7364299.0,4182052.0,0.0,2011.0,10375920.0,737369.0,3338098.0
248,263346265,2018-12-01,1.0,32535.0,32535.0,-0.001,2017.0,1.0,0.0,28797.0
249,263346265,2018-12-01,1.0,32535.0,32535.0,-0.001,2015.0,1.0,0.0,20410.0
250,263346265,2018-12-01,1.0,32535.0,32535.0,-0.001,2014.0,1.0,0.0,15414.0
251,263346265,2018-12-01,1.0,32535.0,32535.0,-0.001,2013.0,1.0,962.0,11653.0
252,263346265,2018-12-01,1.0,32535.0,32535.0,-0.001,2012.0,0.0,2215.0,15608.0
253,263346265,2018-12-01,1.0,32535.0,32535.0,-0.001,2011.0,1.0,2605.0,10047.0
254,263346265,2018-12-01,1.0,32535.0,32535.0,-0.001,2010.0,0.0,4920.0,9388.0
255,261577184,2019-12-01,0.0,0.0,0.0,,,,,
256,461846033,2018-12-01,0.0,0.0,0.0,,,,,
257,833135996,2019-06-01,0.0,0.0,0.0,,,,,
258,260348842,2018-12-01,95459.0,130481.0,130481.0,-0.001,2017.0,87857.0,6925.0,116838.0
259,260348842,2018-12-01,95459.0,130481.0,130481.0,-0.001,2015.0,41850.0,4366.0,95181.0
260,260348842,2018-12-01,95459.0,130481.0,130481.0,-0.001,2014.0,26907.0,5125.0,90138.0
261,260348842,2018-12-01,95459.0,130481.0,130481.0,-0.001,2013.0,29190.0,3463.0,97266.0
262,260348842,2018-12-01,95459.0,130481.0,130481.0,-0.001,2012.0,25785.0,2677.0,77358.0
263,260348842,2018-12-01,95459.0,130481.0,130481.0,-0.001,2011.0,20844.0,1822.0,59441.0
264,821447688,2019-12-01,16335.0,74011.0,74011.0,-0.001,2017.0,2753.0,0.0,3055.0
265,270813566,2019-06-01,267621.0,358808.0,358808.0,0.0,2017.0,138603.0,106275.0,626613.0
266,270813566,2019-06-01,267621.0,358808.0,358808.0,0.0,2016.0,808699.0,316774.0,373119.0
267,270813566,2019-06-01,267621.0,358808.0,358808.0,0.0,2015.0,924841.0,437009.0,223613.0
268,270813566,2019-06-01,267621.0,358808.0,358808.0,0.0,2014.0,717829.0,295779.0,275510.0
269,270813566,2019-06-01,267621.0,358808.0,358808.0,0.0,2013.0,499044.0,139809.0,600191.0
270,270813566,2019-06-01,267621.0,358808.0,358808.0,0.0,2012.0,327875.0,0.0,281425.0
